,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
96384,2008/9/2,Adelaide,9.1,16.8,1,1.6,9.3,WSW,30,SW,SW,7,15,68,39,1028.2,1028.2,NA,NA,13.8,16.1,FALSE,FALSE
96385,2008/9/3,Adelaide,9.5,16.8,0,3.4,7.5,ESE,37,E,E,19,11,52,37,1033.1,1030.3,NA,NA,13.9,15.8,FALSE,FALSE
96386,2008/9/4,Adelaide,7.5,17.5,0,3,10.3,ESE,35,E,ENE,17,9,36,36,1030.3,1025.6,NA,NA,14.2,16.2,FALSE,FALSE
96387,2008/9/5,Adelaide,5.4,18.8,0,3.2,10.8,W,28,S,SW,6,13,60,34,1023.2,1020.2,NA,NA,12.5,18.2,FALSE,FALSE
96390,2008/9/8,Adelaide,8.3,18,1,7.6,10.8,SE,31,NNW,WSW,6,17,58,48,1026.8,1024.8,NA,NA,13.8,16.9,FALSE,FALSE
96391,2008/9/9,Adelaide,5.8,19.8,0,2.8,10.9,WSW,22,NE,SW,9,13,49,29,1028.1,1023.8,NA,NA,14.1,19,FALSE,FALSE
96392,2008/9/10,Adelaide,10.6,21.9,0,3.4,6.4,N,31,N,NNW,15,19,34,33,1020,1015,NA,NA,16.7,20,FALSE,FALSE
96393,2008/9/11,Adelaide,13.9,24.9,1,3.4,8.3,N,41,N,NW,19,20,39,31,1009.4,1005,NA,NA,19.2,24.2,FALSE,FALSE
96394,2008/9/12,Adelaide,10.6,21.3,0,4.4,9.4,WNW,44,NNW,WNW,11,20,78,46,1006.6,1005.1,NA,NA,14.3,20.5,FALSE,FALSE
96397,2008/9/15,Adelaide,8.3,14.7,2.8,14.4,5,W,74,WNW,WSW,26,33,81,43,1005.2,1009.6,NA,NA,9.8,14.1,TRUE,FALSE
96398,2008/9/16,Adelaide,7.7,15.3,0.4,3.6,6.4,SW,39,SW,WSW,13,13,68,44,1024.6,1024.3,NA,NA,10.8,14,FALSE,FALSE
96399,2008/9/17,Adelaide,6.4,21,0,2.6,9.9,N,41,NNE,NNE,17,17,37,26,1022.8,1017.1,NA,NA,15.1,20.6,FALSE,FALSE
96400,2008/9/18,Adelaide,14.9,24.8,0,5.4,6.8,NE,44,NE,WNW,13,20,21,15,1010.5,1007.4,NA,NA,17.8,24.6,FALSE,FALSE
96401,2008/9/19,Adelaide,10.5,22.2,0,4.4,10.3,WNW,35,N,SW,11,13,51,54,1008.1,1009.1,NA,NA,18.4,19.2,FALSE,TRUE
96402,2008/9/20,Adelaide,10.7,17.3,1.6,NA,7,SW,43,W,WSW,22,20,72,47,1014.9,1016.3,NA,NA,14.7,16.2,TRUE,FALSE
96403,2008/9/21,Adelaide,7.4,22.5,0,NA,9.3,N,35,N,NW,17,19,55,30,1016.4,1010.4,NA,NA,14.6,22.1,FALSE,FALSE
96404,2008/9/22,Adelaide,13.1,15,0,12,2.6,SW,65,SSW,SSW,22,20,67,63,1005.2,1011.6,NA,NA,14.6,11.3,FALSE,TRUE
96405,2008/9/23,Adelaide,9.5,16.8,6.2,2.6,10.5,SW,35,W,SW,20,15,57,51,1024.7,1026.1,NA,NA,13.9,16.7,TRUE,FALSE
96406,2008/9/24,Adelaide,6.4,19.4,0,3.4,9.4,NNE,28,NW,NW,9,13,58,38,1032.1,1027.5,NA,NA,13.7,19,FALSE,FALSE
96407,2008/9/25,Adelaide,7.5,23.9,0,3,11,NNW,41,N,WNW,22,22,30,22,1025.2,1019.7,NA,NA,18.1,23.2,FALSE,FALSE
96408,2008/9/26,Adelaide,14,28,0,5.6,11.5,NNW,39,N,NNW,15,17,18,11,1020.1,1016.2,NA,NA,21.3,27.3,FALSE,FALSE
96409,2008/9/27,Adelaide,14.3,33.7,0,NA,10,W,65,N,NNW,19,31,11,9,1012.2,1005.8,NA,NA,25.3,33.2,FALSE,FALSE
96410,2008/9/28,Adelaide,12.4,19.1,0,NA,6,SW,39,WSW,WSW,9,17,73,60,1020.3,1019,NA,NA,13.9,16.9,FALSE,TRUE
96411,2008/9/29,Adelaide,9.1,16.7,1.2,16.4,11.4,WSW,31,S,W,9,19,47,40,1024.2,1022.2,NA,NA,14.8,15.7,TRUE,FALSE
96412,2008/9/30,Adelaide,6.2,22.8,0,3.6,9.7,NE,39,NNE,NNE,13,11,41,25,1021.4,1015.6,NA,NA,15.1,22.1,FALSE,FALSE
96413,2008/10/1,Adelaide,15,27.2,0,6.8,7.7,NNW,65,NNE,W,22,24,14,48,1006.9,1007.1,NA,NA,21.1,23.7,FALSE,FALSE
96414,2008/10/2,Adelaide,15,24.8,0,4,8.6,W,28,WNW,W,7,13,67,38,1016,1012.1,NA,NA,16.8,23.9,FALSE,FALSE
96420,2008/10/8,Adelaide,7.6,18.1,0.2,2.6,8.5,WSW,30,NNE,W,6,19,91,48,1025.8,1024.9,NA,NA,11.1,16.7,FALSE,TRUE
96421,2008/10/9,Adelaide,8.5,21.1,1.2,2.6,12,W,28,NNE,SW,4,15,60,41,1027.8,1024.6,NA,NA,14.3,20.5,TRUE,FALSE
96422,2008/10/10,Adelaide,9.2,26.6,0,4.6,12.1,N,28,NE,NW,15,11,36,19,1026.1,1023.6,NA,NA,19.2,25.8,FALSE,FALSE
96423,2008/10/11,Adelaide,10.7,29.1,0,NA,12,NNW,35,WSW,NW,7,19,46,15,1023.7,1020.5,NA,NA,17.6,27.7,FALSE,FALSE
96424,2008/10/12,Adelaide,13.4,31.9,0.6,NA,8.8,NNW,54,N,NW,19,28,12,8,1015.7,1011,NA,NA,24.1,30.4,FALSE,FALSE
96425,2008/10/13,Adelaide,13,19,0,19,11.1,SSW,39,SW,SW,17,19,54,40,1020.8,1021.2,NA,NA,14.6,18.5,FALSE,FALSE
96426,2008/10/14,Adelaide,9,18.4,0,5,6.2,SW,37,SSE,SW,15,19,44,38,1027.2,1026.2,NA,NA,13.3,17.6,FALSE,FALSE
96427,2008/10/15,Adelaide,8.3,19.8,0,4,10.7,WSW,35,SSW,SW,9,19,59,49,1029.2,1025.9,NA,NA,13.8,18.8,FALSE,FALSE
96428,2008/10/16,Adelaide,9.5,25.5,0,4.4,12.1,SW,26,S,WSW,2,15,61,28,1025.1,1020.5,NA,NA,15.5,24.8,FALSE,FALSE
96429,2008/10/17,Adelaide,12.8,31,0,5.2,12,N,30,N,W,6,13,33,13,1020.3,1017.3,NA,NA,22,30.5,FALSE,FALSE
96430,2008/10/18,Adelaide,16,34.6,0,NA,9.5,WNW,30,NE,WNW,11,19,17,5,1017.6,1016.1,NA,NA,25.6,33.8,FALSE,FALSE
96431,2008/10/19,Adelaide,13.6,22.2,0,NA,12.4,SSE,35,SSE,S,15,13,62,46,1023.1,1023.3,NA,NA,17.5,21.7,FALSE,FALSE
96432,2008/10/20,Adelaide,10.4,20.7,0,18.8,NA,SSE,33,SE,SSE,17,17,51,30,1029.3,1027.5,NA,NA,14.3,20.2,FALSE,FALSE
96433,2008/10/21,Adelaide,9.4,20.3,0,5.4,12.6,SSE,35,SE,SSE,7,15,47,31,1030.9,1029.9,NA,NA,13.9,19.7,FALSE,FALSE
96434,2008/10/22,Adelaide,9.5,20.7,0,5.6,10.6,SE,31,E,WSW,9,20,47,34,1032.5,1028.8,NA,NA,12.9,18.6,FALSE,FALSE
96436,2008/10/24,Adelaide,15.7,30.9,0,4.4,11.7,W,35,N,WNW,11,17,9,5,1019.8,1015.9,NA,NA,24.1,30.3,FALSE,FALSE
96437,2008/10/25,Adelaide,17.6,34.7,0,NA,3.5,NNW,41,NNE,N,17,17,5,6,1010.8,1006.5,NA,NA,26.4,33.7,FALSE,FALSE
96438,2008/10/26,Adelaide,17.1,23.7,0,NA,6.9,WNW,50,SSE,WNW,15,20,64,44,1006.2,1008.1,NA,NA,18.1,22.3,FALSE,TRUE
96439,2008/10/27,Adelaide,13.6,20.1,2.8,20,5.5,W,35,SW,SSW,13,13,83,46,1016.7,1017.9,NA,NA,14.6,18.5,TRUE,FALSE
96440,2008/10/28,Adelaide,9.1,24.1,0,3.2,12.8,ESE,43,NNW,E,7,13,53,34,1024.4,1020.8,NA,NA,15.4,22.3,FALSE,FALSE
96441,2008/10/29,Adelaide,14.5,26.8,0,6.6,NA,ESE,46,ENE,N,19,17,44,25,1018.5,1014.6,NA,NA,19.1,25.9,FALSE,FALSE
96442,2008/10/30,Adelaide,18.7,29.8,0,NA,12.2,SW,46,NNW,W,15,24,24,28,1009.1,1009.3,NA,NA,25.1,28.7,FALSE,FALSE
96445,2008/11/2,Adelaide,15.4,26.3,1.4,NA,6.2,SW,44,E,WSW,11,24,82,55,1014,1012.9,NA,NA,18.8,23.7,TRUE,FALSE
96446,2008/11/3,Adelaide,13.3,21.2,0,15.2,10,SSE,39,SSW,SE,15,20,50,39,1021.9,1020.1,NA,NA,14.8,19.9,FALSE,FALSE
96447,2008/11/4,Adelaide,11.6,25.9,0,5.8,9,E,44,E,NE,13,9,54,26,1019.5,1012.9,NA,NA,15.1,25,FALSE,FALSE
96448,2008/11/5,Adelaide,14.6,23.9,0.8,4.8,9.7,W,44,NW,SW,17,20,85,45,1009.7,1010.8,NA,NA,17.6,21,FALSE,FALSE
96449,2008/11/6,Adelaide,12.2,29.5,0,6,8.6,NNE,50,NNE,WSW,6,7,51,17,1011.6,1007.3,NA,NA,18.7,28.8,FALSE,FALSE
96450,2008/11/7,Adelaide,18.3,22.5,0.2,8,1.4,WNW,56,N,WNW,17,28,58,51,1001,1004.7,NA,NA,22.4,18.4,FALSE,TRUE
96451,2008/11/8,Adelaide,12.5,19,1.6,NA,4.7,WSW,48,WSW,SW,20,24,60,42,1013.1,1015.6,NA,NA,14.9,17.7,TRUE,FALSE
96452,2008/11/9,Adelaide,12.7,22.7,0.2,NA,9.2,NW,30,WSW,WSW,15,17,58,43,1021.5,1020.7,NA,NA,17,22.3,FALSE,FALSE
96453,2008/11/10,Adelaide,11.3,28.6,0,13,12.9,WSW,24,W,W,6,13,57,25,1023.5,1020.4,NA,NA,18.8,27.2,FALSE,FALSE
96454,2008/11/11,Adelaide,17.5,34.5,0,6.6,11.7,N,39,NNE,WNW,13,20,25,8,1017,1013.2,NA,NA,26.8,33.5,FALSE,FALSE
96455,2008/11/12,Adelaide,24.1,36.6,0,11.4,9.9,E,44,NNE,N,15,17,12,7,1011.2,1006.5,NA,NA,31.3,36.2,FALSE,FALSE
96456,2008/11/13,Adelaide,22.5,26.2,0,10.2,11.3,W,44,WSW,WSW,11,17,49,56,1006.6,1008.6,NA,NA,24.8,22,FALSE,FALSE
96457,2008/11/14,Adelaide,14,20.7,0,5.6,11.1,SW,41,SSW,SW,15,22,60,42,1016.1,1015.7,NA,NA,16.4,19.8,FALSE,FALSE
96458,2008/11/15,Adelaide,11.4,20.2,0,NA,12.3,SW,43,S,SW,9,22,49,37,1020.6,1020.1,NA,NA,16.1,20.2,FALSE,FALSE
96459,2008/11/16,Adelaide,11.8,23,0,NA,9.2,ESE,39,E,ESE,11,15,56,32,1023.3,1019.4,NA,NA,15,21.3,FALSE,FALSE
96460,2008/11/17,Adelaide,12.6,27.8,0,16.4,10.8,ESE,41,E,ENE,9,9,30,15,1017.2,1012.5,NA,NA,19.1,26.3,FALSE,TRUE
96461,2008/11/18,Adelaide,15.7,22.2,1.4,7.2,0.8,ESE,41,SE,ESE,11,13,59,40,1012.7,1009.5,NA,NA,17.2,21.8,TRUE,FALSE
96463,2008/11/20,Adelaide,13.8,20.5,0.6,3.4,8.8,WSW,35,S,SW,15,19,62,41,1010.4,1008.4,NA,NA,15.6,19.9,FALSE,FALSE
96464,2008/11/21,Adelaide,12.7,19.9,0,6.2,4.3,SW,54,WSW,SW,13,31,50,60,1005.2,1003.5,NA,NA,16.6,16.9,FALSE,TRUE
96465,2008/11/22,Adelaide,8.1,17.1,5,NA,10.7,SW,54,SSW,SW,20,28,50,46,1009.4,1009.3,NA,NA,12.5,15,TRUE,FALSE
96466,2008/11/23,Adelaide,8.7,22.3,0,NA,12.1,WSW,39,SSW,WSW,9,20,49,38,1013.1,1007.8,NA,NA,14.8,20.9,FALSE,FALSE
96467,2008/11/24,Adelaide,14.1,28.3,0,15.4,11.5,ESE,44,WSW,SW,11,13,48,26,1009.8,1006.1,NA,NA,18.4,26.7,FALSE,FALSE
96468,2008/11/25,Adelaide,18.3,31.5,0,9.8,8.1,ESE,50,ENE,NNE,19,17,26,12,1007.8,1005.5,NA,NA,21.7,30.1,FALSE,FALSE
96469,2008/11/26,Adelaide,17.3,27.9,0,7.2,12.5,WNW,33,N,WSW,7,17,45,31,1005.7,1005,NA,NA,23.7,26.7,FALSE,FALSE
96470,2008/11/27,Adelaide,16.2,25.2,0,7.6,7.7,WSW,37,N,SW,9,20,63,47,1005.1,1004.7,NA,NA,19.2,22.5,FALSE,TRUE
96471,2008/11/28,Adelaide,14.2,20.3,2.6,3.6,4.9,WSW,41,ENE,SSW,6,15,70,51,1005.3,1007.2,NA,NA,17.3,18.6,TRUE,FALSE
96472,2008/11/29,Adelaide,11.6,21,0,NA,13.3,WSW,41,SW,WSW,17,24,57,33,1014.3,1014.7,NA,NA,16.3,20.5,FALSE,FALSE
96473,2008/11/30,Adelaide,11.4,25.2,0,9.6,11.1,SW,41,NNW,W,13,22,60,27,1013.7,1010.6,NA,NA,16.9,24.2,FALSE,FALSE
96474,2008/12/1,Adelaide,12.6,21.3,0,6.8,9.6,WSW,33,WSW,SW,20,17,46,44,1012.8,1012.1,NA,NA,17.1,20.2,FALSE,FALSE
96475,2008/12/2,Adelaide,13,23.2,0,5.4,11.3,SW,35,WNW,W,13,17,62,33,1013.1,1010.8,NA,NA,17.3,22.7,FALSE,FALSE
96476,2008/12/3,Adelaide,13.8,23.8,0,6,11,WNW,30,SW,WSW,11,15,57,39,1013.7,1013.7,NA,NA,17.5,22.3,FALSE,FALSE
96477,2008/12/4,Adelaide,16.7,25,0,6,0.1,N,48,NE,N,22,19,31,56,1010.4,1008.4,NA,NA,21.9,22.7,FALSE,FALSE
96478,2008/12/5,Adelaide,18,23.2,1,2.2,3.5,WNW,37,W,W,22,22,65,52,1010.8,1011,NA,NA,19.1,22.5,FALSE,FALSE
96479,2008/12/6,Adelaide,13.2,23.1,0,NA,6,SW,33,S,SW,4,13,75,60,1011.9,1011.3,NA,NA,17.7,19.7,FALSE,FALSE
96480,2008/12/7,Adelaide,12.5,20.8,0,NA,10.2,SW,43,SSW,WSW,13,20,49,40,1016.7,1014.9,NA,NA,14.7,19.5,FALSE,FALSE
96481,2008/12/8,Adelaide,9.4,29.3,0,14.4,11.6,NW,31,N,W,11,9,43,16,1014.9,1009.1,NA,NA,17,27.1,FALSE,TRUE
96482,2008/12/9,Adelaide,16.7,26.2,1.4,6.6,7.4,ESE,39,NE,ESE,11,22,55,37,1001.9,1003.6,NA,NA,22.6,25.1,TRUE,FALSE
96483,2008/12/10,Adelaide,14.2,28,0,6.4,12.5,SE,48,E,SE,13,13,56,35,1010.8,1008.9,NA,NA,19.3,25.6,FALSE,FALSE
96484,2008/12/11,Adelaide,18.3,29.3,0,8.2,5.3,ESE,41,NE,NE,11,17,31,22,1010,1007.4,NA,NA,22.8,27.6,FALSE,TRUE
96486,2008/12/13,Adelaide,14.7,19.8,23.6,NA,3.1,SW,41,SW,S,17,13,78,60,1006.9,1008.6,NA,NA,16.7,18.4,TRUE,FALSE
96487,2008/12/14,Adelaide,12.1,20.4,0.6,NA,7,WSW,41,SSW,S,15,13,60,63,1014.2,1014.7,NA,NA,14.9,16.5,FALSE,FALSE
96488,2008/12/15,Adelaide,9.8,24.3,0,13.2,12.3,WSW,28,NNW,WSW,11,15,57,38,1016.3,1014.4,NA,NA,16,21.8,FALSE,FALSE
96489,2008/12/16,Adelaide,15.5,25.9,0,6.4,7.5,SW,26,W,WSW,7,9,65,43,1015.5,1012,NA,NA,18.4,25.1,FALSE,FALSE
96490,2008/12/17,Adelaide,18,29.3,0,5.6,8.7,WSW,24,NE,WSW,9,9,51,36,1009.7,1005.6,NA,NA,22.3,27.9,FALSE,FALSE
96491,2008/12/18,Adelaide,16,22.6,0,6,10.7,SW,46,SW,SW,20,26,71,49,1010.2,1011.1,NA,NA,17.3,21.4,FALSE,FALSE
96492,2008/12/19,Adelaide,11.1,24.1,0,7,12.2,ESE,39,SE,SE,15,17,46,29,1018.2,1016.5,NA,NA,16.7,23.3,FALSE,FALSE
96493,2008/12/20,Adelaide,15.7,30.5,0,NA,12.6,ESE,43,ENE,ENE,17,11,33,21,1018.9,1015,NA,NA,21.1,28.3,FALSE,FALSE
96494,2008/12/21,Adelaide,21.1,34.5,0,NA,8.2,N,43,ENE,N,15,19,20,9,1011.4,1007.5,NA,NA,24.9,33.7,FALSE,FALSE
96495,2008/12/22,Adelaide,19.1,24.8,0,27.2,5,NW,39,WNW,SW,17,13,64,56,1009.5,1010.5,NA,NA,21,23.8,FALSE,FALSE
96496,2008/12/23,Adelaide,16.2,27,0,4.6,8.3,SW,35,S,S,11,9,59,35,1016.3,1013.2,NA,NA,17.4,25.4,FALSE,FALSE
96497,2008/12/24,Adelaide,14.3,30.1,0,6.4,13.8,WNW,28,N,SW,9,13,42,20,1012.9,1012.5,NA,NA,21.4,29.8,FALSE,FALSE
96498,2008/12/25,Adelaide,15.6,30.8,0,NA,4.6,WSW,28,NE,N,4,7,52,26,1013.4,1010.9,NA,NA,21.9,30.2,FALSE,FALSE
96499,2008/12/26,Adelaide,18,33.6,0,NA,13.4,W,22,SW,W,7,11,40,21,1009.7,1006.2,NA,NA,25.3,32.5,FALSE,TRUE
96500,2008/12/27,Adelaide,18.5,25.3,2.6,20.8,12,W,31,SW,WSW,11,15,69,45,1009.2,1007.9,NA,NA,20.7,24,TRUE,FALSE
96501,2008/12/28,Adelaide,18,24.3,0,NA,3.3,SW,39,W,WSW,19,17,63,61,1008.7,1007.6,NA,NA,19.8,23.1,FALSE,FALSE
96502,2008/12/29,Adelaide,15.4,22.8,0,12.8,9.3,WSW,37,S,SW,15,15,46,39,1013.2,1012.5,NA,NA,17.2,21,FALSE,FALSE
96503,2008/12/30,Adelaide,16.9,23.1,0.2,NA,7,SW,54,WSW,WSW,22,26,88,52,1011.2,1010.5,NA,NA,17.4,22.4,FALSE,TRUE
96504,2008/12/31,Adelaide,15.8,23.3,1.2,11.8,9,WSW,30,WSW,W,15,9,61,41,1010.6,1009,NA,NA,17.8,22.4,TRUE,FALSE
96505,2009/1/1,Adelaide,16.9,22.9,0,NA,10.9,SW,50,SW,SW,17,20,58,40,1011.3,1012.4,NA,NA,18.1,22.5,FALSE,FALSE
96506,2009/1/2,Adelaide,13.9,24.1,0,14.2,12.6,SE,37,SSE,ESE,17,13,39,25,1020.9,1018.5,NA,NA,16.1,22.7,FALSE,FALSE
96507,2009/1/3,Adelaide,13.8,29.1,0,NA,12.7,SW,30,E,SW,9,13,26,15,1017.6,1014.7,NA,NA,21.9,28.2,FALSE,FALSE
96508,2009/1/4,Adelaide,15.1,33.3,0,NA,12,W,31,NNE,SW,2,13,25,7,1013.8,1012.2,NA,NA,24.2,32.2,FALSE,FALSE
96509,2009/1/5,Adelaide,14.6,30.5,0,24.6,13.3,SW,26,WSW,SW,4,15,28,22,1015,1013.2,NA,NA,22.3,29.2,FALSE,FALSE
96511,2009/1/7,Adelaide,16,25.1,0.2,8.2,9.1,SW,48,S,WSW,11,22,75,43,1013.3,1013.5,NA,NA,18.5,24.3,FALSE,FALSE
96512,2009/1/8,Adelaide,14.3,23.8,0,7.4,12.7,SE,37,SE,SSE,17,22,45,30,1019.9,1019.2,NA,NA,17.6,23.2,FALSE,FALSE
96513,2009/1/9,Adelaide,13.8,26,0,8,9.5,ESE,54,SE,WSW,6,13,36,27,1018.6,1014.8,NA,NA,18.7,25,FALSE,FALSE
96514,2009/1/10,Adelaide,13.3,28.7,0,NA,12.6,SW,35,WSW,WSW,2,22,46,29,1012.4,1009.6,NA,NA,19.5,27.7,FALSE,FALSE
96515,2009/1/11,Adelaide,14.4,28.4,0,NA,12.5,SW,41,W,WSW,6,20,52,32,1012.8,1010.7,NA,NA,18.8,27.1,FALSE,FALSE
96516,2009/1/12,Adelaide,14.5,35.2,0,22.6,12.4,N,28,SW,SW,6,11,44,20,1016.8,1013.2,NA,NA,21.2,33.1,FALSE,FALSE
