"","Date","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow"
"58165","2008-12-23","Bendigo",15,24.3,0,10.6,NA,"SSE",48,"SSE","SSE",22,22,60,34,1012,1011.2,6,1,16.6,23.1,FALSE,FALSE
"58166","2008-12-24","Bendigo",8,28.7,0,5.6,NA,"W",37,"SSE","WSW",11,19,53,10,1012.2,1010.2,1,1,16.6,27.7,FALSE,FALSE
"58167","2008-12-25","Bendigo",12.6,30.4,0,8,NA,"WNW",44,"SSE","W",7,24,48,23,1013.4,1010.9,1,3,20.3,29,FALSE,FALSE
"58168","2008-12-26","Bendigo",14.5,33.4,0,8.6,NA,"NW",41,"E","NNW",6,22,46,23,1010.5,1007.3,7,5,21.7,30.7,FALSE,FALSE
"58169","2008-12-27","Bendigo",17.5,32.1,0.2,7.4,NA,"NW",46,"N","WNW",7,22,70,32,1006.8,1002.3,6,4,21.1,29.7,FALSE,FALSE
"58170","2008-12-28","Bendigo",10.9,29.5,0,7.2,NA,"W",46,"WNW","WNW",15,30,49,25,1004.8,1002.7,1,2,19.8,27.8,FALSE,FALSE
"58171","2008-12-29","Bendigo",11.9,24.1,0,9.2,NA,"SSW",46,"SSW","SW",22,24,49,25,1008.3,1007,3,5,15.8,23.2,FALSE,FALSE
"58172","2008-12-30","Bendigo",13,25.2,0.2,8.4,NA,"WNW",56,"WNW","WSW",24,26,68,25,1004,1002.4,7,6,16,23.6,FALSE,FALSE
"58173","2008-12-31","Bendigo",8.7,24.5,0.8,8.4,NA,"NW",41,"SW","W",17,17,51,25,1006.7,1004.5,7,1,15.3,22.6,FALSE,FALSE
"58174","2009-01-01","Bendigo",11.1,24.6,0,5.8,NA,"SW",56,"NW","WSW",15,31,53,27,1005.4,1004.7,1,3,16.6,23.1,FALSE,FALSE
"58175","2009-01-02","Bendigo",7.1,21.2,0,7.2,NA,"SSW",43,"SW","SSE",26,17,49,23,1017.3,1016.9,1,1,12.2,19.6,FALSE,FALSE
"58176","2009-01-03","Bendigo",5.4,26.8,0,5.6,NA,"E",35,"SSE","SSW",13,13,47,13,1018.8,1015.4,1,6,13.8,25,FALSE,FALSE
"58177","2009-01-04","Bendigo",10.1,31.9,0,6.8,NA,"W",43,"S","WNW",9,22,28,6,1015,1012,1,5,20.9,30.2,FALSE,FALSE
"58178","2009-01-05","Bendigo",10.9,34.2,0,8,NA,"W",54,"NNW","W",6,24,31,3,1012,1009.8,2,1,23.6,33.3,FALSE,FALSE
"58179","2009-01-06","Bendigo",12.2,35.3,0,10.8,NA,"WSW",44,"NNW","WNW",7,24,44,13,1010.7,1007.2,0,1,22.4,34,FALSE,FALSE
"58180","2009-01-07","Bendigo",13.6,29.6,0,12,NA,"SW",48,"WSW","SW",9,30,55,34,1007.6,1007.3,1,2,23.9,27.8,FALSE,FALSE
"58181","2009-01-08","Bendigo",10.6,23.4,0,9.6,NA,"SW",46,"SSW","SSW",20,26,40,24,1016.5,1015.7,1,1,14.9,21.9,FALSE,FALSE
"58182","2009-01-09","Bendigo",7.9,25.5,0,7.2,NA,"SE",43,"ESE","E",22,19,45,16,1018.8,1015.2,1,6,14.7,24,FALSE,FALSE
"58183","2009-01-10","Bendigo",11.8,29.7,0,7.4,NA,"SSE",39,"ESE","N",13,20,56,18,1012.4,1007.8,2,3,16.9,28.8,FALSE,FALSE
"58184","2009-01-11","Bendigo",12.8,31.9,0,7.4,NA,"SE",48,"SSE","W",13,9,54,17,1009.9,1007.4,7,3,19.8,29.6,FALSE,FALSE
"58185","2009-01-12","Bendigo",12.3,32.9,0,7.4,NA,"SE",39,"S","WSW",13,20,51,12,1016,1013.7,1,2,18.7,31,FALSE,FALSE
"58186","2009-01-13","Bendigo",11.8,36.8,0,9.4,NA,"N",41,"NE","N",15,11,44,12,1014.7,1010.6,0,0,22.7,34.9,FALSE,FALSE
"58187","2009-01-14","Bendigo",15.3,41.9,0,9.4,NA,"W",69,"NE","WNW",11,31,18,4,1008.7,1005.9,1,2,28.1,41.1,FALSE,FALSE
"58188","2009-01-15","Bendigo",14.6,27.8,0,14.8,NA,"WSW",43,"SSW","SSW",19,20,57,18,1013.9,1012.8,7,5,15.6,26.7,FALSE,FALSE
"58189","2009-01-16","Bendigo",11,23.5,0,7,NA,"SSW",54,"SW","SSW",33,31,52,24,1017,1016.7,2,2,15.8,22.8,FALSE,FALSE
"58190","2009-01-17","Bendigo",8.5,26.2,0,7.6,NA,"SSE",39,"SSE","SSW",22,17,50,18,1021,1019.5,1,2,15.1,24.2,FALSE,FALSE
"58191","2009-01-18","Bendigo",7.4,31.8,0,7.4,NA,"SSE",30,"SE","S",17,15,30,12,1019.4,1016.7,1,1,18.4,30,FALSE,FALSE
"58192","2009-01-19","Bendigo",12.3,36.4,0,8,NA,"N",37,"ESE","NW",9,20,27,8,1014.3,1009.7,0,0,23.8,35.5,FALSE,FALSE
"58193","2009-01-20","Bendigo",15.2,41.7,0,10.2,NA,"NW",57,"ESE","NW",7,31,26,5,1007.2,1004,0,4,26.8,39.9,FALSE,FALSE
"58194","2009-01-21","Bendigo",14.2,35.9,0,11.6,NA,"NNW",48,"SE","W",11,26,39,13,1009,1005.8,2,2,23.5,34.4,FALSE,FALSE
"58195","2009-01-22","Bendigo",20.5,35.2,0,11.6,NA,"NW",80,"N","WNW",28,43,67,11,1000.4,995.9,6,3,26.1,34.9,FALSE,FALSE
"58196","2009-01-23","Bendigo",7.5,30.3,0,13.2,NA,"N",52,"NNE","NW",6,22,50,16,1008,1003.9,1,1,16.3,27.7,FALSE,FALSE
"58197","2009-01-24","Bendigo",16.3,26.3,0,9.6,NA,"SSW",48,"SW","SW",30,22,46,21,1007.6,1010.3,1,0,17.9,24.5,FALSE,FALSE
"58198","2009-01-25","Bendigo",10.2,33.1,0,7.6,NA,"SSE",33,"SE","SSW",7,13,44,9,1016.7,1015.7,0,0,18.6,30.3,FALSE,FALSE
"58199","2009-01-26","Bendigo",14.3,35,0,9,NA,"SSE",39,"SSE","S",20,11,44,13,1018.9,1016.8,0,1,19.9,33.4,FALSE,FALSE
"58200","2009-01-27","Bendigo",12.6,38.3,0,8,NA,"SSE",35,"ESE","WSW",9,15,51,9,1017.2,1013.7,1,1,21.9,36.7,FALSE,FALSE
"58201","2009-01-28","Bendigo",18.2,42.2,0,9.2,NA,"NNW",33,"E","NNW",11,7,25,8,1012.8,1010,0,1,29.5,40.7,FALSE,FALSE
"58202","2009-01-29","Bendigo",23.7,42.6,0,10.4,NA,"N",44,"NNW","NNW",11,20,23,13,1012.8,1010.7,1,2,32.8,41.5,FALSE,FALSE
"58203","2009-01-30","Bendigo",22,43.2,0,12,NA,"S",39,"ENE","SW",11,11,28,9,1013.3,1009.7,0,1,31.5,41.7,FALSE,FALSE
"58204","2009-01-31","Bendigo",25.5,43.6,0,11.6,NA,"SSE",56,"ESE","NNE",11,19,31,7,1012.4,1010,1,5,31,42.3,FALSE,FALSE
"58205","2009-02-01","Bendigo",24.2,40,0,10.8,NA,"SSE",46,"SSE","ESE",22,15,42,18,1013.3,1010.4,2,7,27.3,38.5,FALSE,FALSE
"58206","2009-02-02","Bendigo",22.1,35.5,0,8.2,NA,"SE",43,"ESE","NNW",13,7,51,32,1011.2,1008.8,4,7,25,32.1,FALSE,FALSE
"58207","2009-02-03","Bendigo",18.7,34.5,0,5,NA,"SE",37,"SSE","SSE",24,20,60,27,1010.7,1007.7,1,3,23.2,33.4,FALSE,FALSE
"58208","2009-02-04","Bendigo",16.4,37,0,8.8,NA,"SSE",31,"SE","WSW",15,13,58,17,1008.5,1004.9,1,0,22.7,34.6,FALSE,FALSE
"58209","2009-02-05","Bendigo",18,40.2,0,7.4,NA,"SSE",44,"SSE","WSW",9,19,35,10,1005.6,1003.8,0,1,28.5,38.5,FALSE,FALSE
"58210","2009-02-06","Bendigo",16,39.5,0,10.4,NA,"W",41,"SSE","WNW",9,17,55,15,1008.5,1006.3,0,1,22.2,37.6,FALSE,FALSE
"58211","2009-02-07","Bendigo",21.2,45.4,0,10,NA,"NW",72,"NE","NNW",6,37,30,6,1005.2,1001,1,1,30.2,44.4,FALSE,FALSE
"58212","2009-02-08","Bendigo",20.5,28.3,0,15.4,NA,"SSE",44,"SSW","WSW",13,22,51,44,1009,1010.7,1,6,22.9,24,FALSE,FALSE
"58213","2009-02-09","Bendigo",12.2,23.3,0,6.8,NA,"SSE",50,"S","S",30,30,44,19,1014.7,1013.3,1,1,15.4,22.6,FALSE,FALSE
"58214","2009-02-10","Bendigo",10.4,22.1,0,7.2,NA,"S",54,"S","S",28,28,45,26,1015.6,1014.8,1,5,14.2,19.8,FALSE,FALSE
"58215","2009-02-11","Bendigo",10.9,21,0,7,NA,"S",59,"S","S",24,31,49,29,1017.3,1016.5,2,2,13.7,20.1,FALSE,FALSE
"58217","2009-02-13","Bendigo",10.3,28,0,6.4,NA,"SSE",33,"SE","ESE",17,13,40,19,1023.6,1021.1,0,1,15.6,26.2,FALSE,FALSE
"58218","2009-02-14","Bendigo",10.8,30.1,0,6.2,NA,"SSE",35,"ESE","WNW",2,15,42,20,1022.6,1017.7,0,1,19.2,27.8,FALSE,FALSE
"58219","2009-02-15","Bendigo",12.5,28.6,0,7,NA,"SSE",44,"SE","SE",17,9,63,31,1016.7,1014.9,1,7,17.4,25.5,FALSE,FALSE
"58220","2009-02-16","Bendigo",15.1,30.8,0,5.4,NA,"SSE",37,"E","ENE",11,7,51,27,1018.1,1014.7,1,3,20.5,29.5,FALSE,FALSE
"58221","2009-02-17","Bendigo",15,30.8,0,6.8,NA,"N",35,"NE","WNW",11,13,40,23,1016.8,1013.5,0,1,20,28.3,FALSE,FALSE
"58224","2009-02-20","Bendigo",17.6,27.6,0.4,8.2,NA,"SW",52,"SW","WSW",11,24,74,22,1010.9,1011.5,7,1,17.8,26.5,FALSE,FALSE
"58225","2009-02-21","Bendigo",12.2,26.7,0,7,NA,"S",54,"S","SSE",24,31,56,31,1015.6,1014.3,2,1,18.8,24.9,FALSE,FALSE
"58226","2009-02-22","Bendigo",13.5,31.1,0,6.4,NA,"SSE",43,"SE","N",22,20,64,25,1015.5,1012.6,0,1,17.8,29,FALSE,FALSE
"58227","2009-02-23","Bendigo",12.5,33.8,0,5.6,NA,"NW",56,"E","NW",2,24,60,12,1011.8,1008.9,2,3,19.8,32.3,FALSE,FALSE
"58228","2009-02-24","Bendigo",10.9,25.7,0,9.2,NA,"SSE",43,"SSE","SSE",26,11,42,21,1017.6,1016.1,0,0,14.8,23.4,FALSE,FALSE
"58229","2009-02-25","Bendigo",11,28.2,0,6,NA,"SSE",44,"SSE","SE",20,19,60,30,1018.5,1016.1,0,2,16.4,26.1,FALSE,FALSE
"58230","2009-02-26","Bendigo",12.9,31.6,0,6.6,NA,"SSE",33,"SE","N",17,11,66,24,1017.5,1015.7,0,0,17,29.4,FALSE,FALSE
"58231","2009-02-27","Bendigo",14,34.5,0,5.6,NA,"N",35,"ENE","NNW",17,17,40,15,1014.4,1011.3,2,2,21.7,32.5,FALSE,FALSE
"58232","2009-02-28","Bendigo",13,28.8,0,8.4,NA,"SSE",48,"S","SW",28,15,54,23,1010.8,1009.2,0,1,16.3,27,FALSE,FALSE
"58233","2009-03-01","Bendigo",10,23.8,0,6.6,NA,"SSE",43,"SSE","S",26,30,63,41,1012.9,1012.5,3,3,15.2,21.7,FALSE,FALSE
"58234","2009-03-02","Bendigo",9.5,28.8,0,6.2,NA,"SSE",31,"SE","NNE",15,13,63,22,1013.6,1011.6,1,1,14.9,26.6,FALSE,TRUE
"58235","2009-03-03","Bendigo",14.8,31.8,3.2,5.9,NA,"N",69,"ENE","N",19,43,40,29,1009.4,1003.8,8,7,20.8,30.8,TRUE,FALSE
"58236","2009-03-04","Bendigo",10.5,19.9,0,6.8,NA,"W",59,"WNW","WNW",20,31,69,36,1013.8,1012.8,1,5,12.3,18.6,FALSE,FALSE
"58237","2009-03-05","Bendigo",11.1,19.8,0,5.4,NA,"WSW",52,"SW","SW",17,22,71,53,1015.9,1015.5,7,8,13.5,17.6,FALSE,FALSE
"58238","2009-03-06","Bendigo",11.9,22,0,1,NA,"W",35,"SSW","SSW",15,13,66,38,1016.1,1014.2,7,1,13.3,20.2,FALSE,FALSE
"58239","2009-03-07","Bendigo",6.8,24.6,0,3.4,NA,"WSW",35,"SSW","SW",13,13,65,33,1016.1,1014.5,1,6,14.4,23.8,FALSE,FALSE
"58240","2009-03-08","Bendigo",10.6,25.1,0,5.4,NA,"SSE",35,"SSE","SSE",17,15,69,26,1018.6,1016.9,1,4,13.4,24.3,FALSE,FALSE
"58241","2009-03-09","Bendigo",11,30.5,0,5.8,NA,"SSE",31,"SE","SE",15,9,53,25,1019.5,1016.5,1,0,15.3,28.6,FALSE,FALSE
"58242","2009-03-10","Bendigo",15.2,30.1,0,5.8,NA,"SE",54,"SE","N",17,11,57,36,1018.5,1017.5,4,6,19.4,26.9,FALSE,TRUE
"58243","2009-03-11","Bendigo",17.6,29.3,5.8,4.2,NA,"NE",46,"E","NNE",9,22,83,27,1020.4,1017.6,7,3,19,28.3,TRUE,TRUE
"58244","2009-03-12","Bendigo",17.2,21.9,14,6.6,NA,"NE",33,"ESE","ENE",15,17,97,81,1018.8,1017.1,7,8,17.3,20.1,TRUE,FALSE
"58245","2009-03-13","Bendigo",15.7,27.7,0.2,1.6,NA,"NNE",28,"ESE","NNE",9,20,85,53,1016.6,1014.5,1,4,19.3,26.5,FALSE,FALSE
"58246","2009-03-14","Bendigo",15.7,21,0.2,3.4,NA,"WNW",57,"NNE","NW",17,13,78,80,1009.7,1007.5,7,7,19.2,20.3,FALSE,TRUE
"58247","2009-03-15","Bendigo",8.7,18.9,3,3,NA,"W",46,"WNW","WNW",17,22,79,41,1012.8,1011.5,2,7,11.3,17.3,TRUE,FALSE
"58248","2009-03-16","Bendigo",5.6,18.9,0,3.6,NA,"WSW",31,"WNW","SW",11,15,86,53,1013,1012.8,7,8,12.1,17.4,FALSE,FALSE
"58249","2009-03-17","Bendigo",11.7,22.4,0,1.8,NA,"S",28,"S","SW",15,17,63,43,1017.4,1015.9,6,2,13.7,20.7,FALSE,FALSE
"58250","2009-03-18","Bendigo",7.3,25.5,0,4,NA,"N",31,"SE","N",11,13,78,24,1016.8,1013.9,1,1,11.4,23.8,FALSE,FALSE
"58251","2009-03-19","Bendigo",7.9,31.9,0,4.8,NA,"NNW",35,"SSE","WNW",9,17,49,15,1015,1012.1,1,1,16.1,30.8,FALSE,FALSE
"58252","2009-03-20","Bendigo",14.2,32.7,0,12,NA,"N",44,"SSE","NNW",15,26,54,15,1015.1,1012.7,2,1,19.2,31.8,FALSE,FALSE
"58253","2009-03-21","Bendigo",12.5,34.9,0,4,NA,"NNE",50,"SSE","N",11,22,40,8,1014.5,1010.8,1,2,19.7,33.2,FALSE,FALSE
"58254","2009-03-22","Bendigo",16.9,29.5,0,11.4,NA,"SW",35,"N","SW",7,20,34,32,1010.9,1010.4,4,2,23.3,28,FALSE,FALSE
"58255","2009-03-23","Bendigo",10.7,25.9,0,4,NA,"S",31,"S","NW",17,7,76,34,1015.2,1013.5,0,1,14.1,24.1,FALSE,FALSE
"58256","2009-03-24","Bendigo",10.8,23.8,0,5,NA,"SSE",30,"SE","SW",15,7,69,35,1016.5,1015.5,2,7,13.9,22.8,FALSE,FALSE
"58257","2009-03-25","Bendigo",13.8,30,0.4,1.6,NA,"N",43,"S","NNW",7,24,55,27,1015.5,1014.2,6,3,18.2,28.6,FALSE,FALSE
"58259","2009-03-27","Bendigo",9,25.5,0,6,NA,"SSE",31,"SSE","S",20,11,59,26,1025.6,1023.4,1,2,13,23.2,FALSE,FALSE
"58262","2009-03-30","Bendigo",13.7,28.8,0,4,NA,"SSE",37,"SSE","NE",22,13,64,25,1022.9,1020.8,0,1,16.1,27.5,FALSE,FALSE
"58263","2009-03-31","Bendigo",12.4,29.3,0,6.6,NA,"NW",31,"SSE","N",13,9,62,27,1023.6,1020.2,1,0,18,27.8,FALSE,FALSE
"58265","2009-04-02","Bendigo",12.9,30.6,0,4,NA,"NE",39,"SE","NE",9,19,57,33,1022.2,1018.5,1,2,19.2,29,FALSE,FALSE
"58266","2009-04-03","Bendigo",17.1,29,0,5.2,NA,"WSW",50,"SE","SW",9,26,65,70,1016,1013.8,5,7,20.5,19.2,FALSE,FALSE
"58267","2009-04-04","Bendigo",6.7,19.9,0,4.6,NA,"WSW",37,"SW","WSW",11,19,75,33,1023,1021.8,0,2,10.9,18.5,FALSE,FALSE
"58268","2009-04-05","Bendigo",4.3,21.9,0,3.6,NA,"SW",43,"WNW","SW",11,20,59,39,1021.2,1017.6,1,7,14.1,19.3,FALSE,FALSE
"58269","2009-04-06","Bendigo",3.3,18.2,0,3.6,NA,"SW",44,"S","SSW",24,22,48,36,1025.5,1024.1,1,2,12.1,16.3,FALSE,FALSE
"58270","2009-04-07","Bendigo",4.5,20.6,0,3,NA,"S",46,"SSE","S",28,26,54,44,1028.5,1026.6,1,6,14.4,18.4,FALSE,FALSE
"58271","2009-04-08","Bendigo",6.6,23.5,0,3.2,NA,"SSE",31,"SSE","S",15,9,65,32,1027.1,1023.8,1,1,14.4,22.5,FALSE,FALSE
"58272","2009-04-09","Bendigo",10,25.7,0,3.8,NA,"NNE",31,"ESE","N",13,20,64,26,1023.1,1018.6,0,1,14.8,25.1,FALSE,FALSE
"58273","2009-04-10","Bendigo",11.5,25.2,0,4,NA,"SSE",35,"E","WSW",13,7,49,39,1019.2,1017.2,3,4,18.1,24,FALSE,FALSE
"58274","2009-04-11","Bendigo",12,25.1,0,3,NA,"SSE",28,"SE","N",11,9,68,22,1023.3,1020.2,2,2,17.2,24.8,FALSE,FALSE
"58275","2009-04-12","Bendigo",7.2,25.2,0,4,NA,"NW",31,"ESE","WSW",7,15,72,19,1023.4,1020.5,0,1,15.7,24.2,FALSE,FALSE
"58276","2009-04-13","Bendigo",8,26.5,0,4.4,NA,"NE",24,"SE","WNW",11,2,46,18,1022.3,1018.1,1,2,17.4,26.5,FALSE,FALSE
"58277","2009-04-14","Bendigo",7.7,27.6,0,4,NA,"NW",43,"SE","NW",9,28,38,16,1015.4,1010.4,1,1,17.7,27.1,FALSE,FALSE
"58278","2009-04-15","Bendigo",7.8,18,0.4,5.8,NA,"W",74,"W","WSW",35,22,61,24,1008.3,1011.5,6,5,14.7,17.7,FALSE,FALSE
"58279","2009-04-16","Bendigo",0.7,19.5,0,4,NA,"NW",39,"N","WNW",9,22,57,36,1015.1,1012,7,5,9,18,FALSE,FALSE
"58280","2009-04-17","Bendigo",6.9,21.7,0,3.2,NA,"WSW",30,"WSW","W",13,15,72,34,1018.1,1017.3,1,3,14.8,20.8,FALSE,FALSE
"58281","2009-04-18","Bendigo",8.4,22.7,0,2.2,NA,"SSW",37,"SSE","SSE",15,11,63,37,1023.2,1021,0,1,16.3,21.9,FALSE,FALSE
"58282","2009-04-19","Bendigo",12.3,22.3,0,2.2,NA,"SSE",39,"SE","SSE",15,13,66,30,1023.6,1020.9,0,0,16.4,22.1,FALSE,FALSE
"58283","2009-04-20","Bendigo",9.3,23,0,4,NA,"SSE",28,"ESE","N",9,9,58,36,1023.4,1020,0,0,14.9,22.1,FALSE,FALSE
"58284","2009-04-21","Bendigo",4.6,22.8,0,2.6,NA,"N",24,"E","NNW",2,7,50,30,1024.8,1021.2,1,1,16.1,22.1,FALSE,FALSE
"58285","2009-04-22","Bendigo",4.6,23.2,0,2.6,NA,"NE",33,"SE","N",9,17,55,31,1025.2,1021.3,0,3,14.6,22,FALSE,FALSE
"58286","2009-04-23","Bendigo",7.1,22.6,0,3,NA,"N",46,"NE","NNE",22,22,63,35,1019,1013.7,1,7,15.3,21.6,FALSE,TRUE
"58287","2009-04-24","Bendigo",13.4,16.1,2.6,4.4,NA,"NNE",41,"N","N",24,15,90,96,1004.1,999.1,8,8,14.4,15,TRUE,TRUE
"58288","2009-04-25","Bendigo",9.6,15.6,8.4,0.6,NA,"NW",61,"NNW","NNW",17,22,94,79,1002.7,996.2,8,7,12,15.2,TRUE,TRUE
"58289","2009-04-26","Bendigo",6,13.3,8.2,3,NA,"W",61,"NW","WNW",22,37,79,47,1001.4,1001.6,7,5,7.8,12.7,TRUE,FALSE
"58290","2009-04-27","Bendigo",4.8,11.8,0.8,2.8,NA,"WNW",33,"NW","NNW",13,13,81,67,1012.8,1011.7,4,8,8,10.6,FALSE,TRUE
"58291","2009-04-28","Bendigo",5,13.6,2,0.8,NA,"SW",39,"SSW","SSW",19,13,77,37,1020.3,1020.2,1,6,8.4,12.4,TRUE,FALSE
"58292","2009-04-29","Bendigo",4.5,13.1,0.2,2.6,NA,"S",22,"S","SSE",13,15,66,37,1023.2,1021.1,7,7,8.6,12.3,FALSE,FALSE
"58293","2009-04-30","Bendigo",-1.3,15.1,0,1.6,NA,"WNW",20,"SSE","N",6,11,61,26,1023.4,1021.2,0,2,8.7,14.5,FALSE,FALSE
"58294","2009-05-01","Bendigo",1.7,16.9,0,1.8,NA,"SSW",24,"E","N",6,7,67,50,1024.7,1022.1,6,7,8.2,16.4,FALSE,TRUE
"58295","2009-05-02","Bendigo",5.5,17.8,2.4,0.4,NA,"SSE",19,"SSE","SSE",15,7,72,44,1027.4,1025.1,0,2,11,17.3,TRUE,FALSE
"58297","2009-05-04","Bendigo",3,16.1,0,1.8,NA,"SSE",26,"SSE","S",11,13,74,61,1031,1029.4,1,8,11.9,15.8,FALSE,FALSE
"58298","2009-05-05","Bendigo",2.6,18.9,0,1,NA,"SSE",17,"SSE","NNW",13,9,71,47,1031.5,1028.5,1,6,9.7,17.8,FALSE,FALSE
"58299","2009-05-06","Bendigo",5.6,18.3,0.2,2,NA,"SSE",28,"SSE","SW",15,13,82,43,1028.7,1025.3,1,1,9.7,18.1,FALSE,FALSE
"58300","2009-05-07","Bendigo",3.8,18.6,0,1,NA,"SSW",30,"SSW","S",11,17,69,52,1028.1,1026.2,3,6,12.8,17.4,FALSE,FALSE
"58301","2009-05-08","Bendigo",7.2,18.6,0,2,NA,"SSE",35,"SSE","S",15,22,71,54,1029.7,1027.8,1,2,12.9,16.5,FALSE,FALSE
"58302","2009-05-09","Bendigo",7.4,20.4,0,1.8,NA,"S",41,"SSE","S",13,22,74,50,1026.8,1024.1,0,1,13.8,18.7,FALSE,FALSE
"58303","2009-05-10","Bendigo",5.1,18.9,0,2.6,NA,"SSE",39,"SSE","ESE",11,13,72,41,1025.4,1022.8,0,1,12.2,18,FALSE,FALSE
"58304","2009-05-11","Bendigo",5.4,18.9,0,2,NA,"SSE",24,"SE","NNE",9,6,79,45,1025,1021.9,1,1,11.1,18.5,FALSE,FALSE
"58305","2009-05-12","Bendigo",7.4,17.9,0,1.6,NA,"NW",28,"SSE","SW",11,17,74,41,1022.7,1019.5,0,3,11.4,17.4,FALSE,FALSE
"58306","2009-05-13","Bendigo",2.8,16.5,0,2,NA,"WNW",35,"WNW","W",4,22,72,46,1018.3,1015.1,6,5,10.7,15.3,FALSE,FALSE
"58307","2009-05-14","Bendigo",5.1,17.4,0,1.6,NA,"WNW",50,"WNW","W",15,26,83,50,1014.4,1012,3,7,10.2,15.7,FALSE,FALSE
"58308","2009-05-15","Bendigo",10.1,16.6,0.2,1.8,NA,"W",48,"NW","WNW",20,22,92,76,1012.5,1009,8,8,11.6,16.2,FALSE,FALSE
"58309","2009-05-16","Bendigo",10.6,16.6,0.8,1.2,NA,"SW",59,"W","SSW",20,22,72,48,1013.2,1014.6,3,3,12.5,14.8,FALSE,FALSE
