"","Date","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow"
"3056","2009-01-16","BadgerysCreek",14.6,34.5,0.4,NA,NA,"SE",50,"SE","NNE",7,15,50,22,1013,1007.5,NA,NA,21.4,33.9,FALSE,FALSE
"3057","2009-01-17","BadgerysCreek",15.5,23.7,0,NA,NA,"ESE",33,"SSE","E",15,15,53,38,1020.9,1020.1,NA,NA,17.6,21.8,FALSE,FALSE
"3059","2009-01-19","BadgerysCreek",11.3,33.5,0,NA,NA,"NE",35,"NNE","NNE",9,19,63,18,1019.4,1013.9,NA,NA,19.9,30.3,FALSE,FALSE
"3060","2009-01-20","BadgerysCreek",14.6,39.2,0,NA,NA,"ENE",43,"W","NNE",4,20,61,20,1014,1008.9,NA,NA,23.4,37.8,FALSE,FALSE
"3061","2009-01-21","BadgerysCreek",20.5,38.4,0.4,NA,NA,"N",41,"NNW","WSW",11,11,58,31,1012,1007.1,NA,NA,27,35,FALSE,TRUE
"3062","2009-01-22","BadgerysCreek",19.6,33.7,19.4,NA,NA,"N",56,"NNE","N",17,28,69,41,1008.7,1004.8,NA,NA,25.8,32.4,TRUE,FALSE
"3063","2009-01-23","BadgerysCreek",20.3,36.1,0.2,NA,NA,"NE",43,"E","ENE",6,24,63,44,1009.4,1006.5,NA,NA,28.2,33.3,FALSE,FALSE
"3064","2009-01-24","BadgerysCreek",20.8,40.7,0,NA,NA,"W",72,"NNE","W",6,31,61,15,1005.2,1003,NA,NA,29.3,39.6,FALSE,FALSE
"3065","2009-01-25","BadgerysCreek",18.7,28.4,0,NA,NA,"SSW",33,"E","NE",7,15,61,39,1020,1017.8,NA,NA,20.9,27.7,FALSE,FALSE
"3066","2009-01-26","BadgerysCreek",19.7,31,0,NA,NA,"SE",35,"SW","E",7,19,65,55,1019.7,1018.5,NA,NA,22,29.1,FALSE,TRUE
"3067","2009-01-27","BadgerysCreek",19.3,28,3.6,NA,NA,"E",30,"SW","ENE",7,9,93,71,1021.5,1019.6,NA,NA,20,26.5,TRUE,FALSE
"3068","2009-01-28","BadgerysCreek",16.3,35.7,0,NA,NA,"NE",35,"NE","N",6,15,83,34,1018.7,1014.6,NA,NA,21.6,34.1,FALSE,FALSE
"3069","2009-01-29","BadgerysCreek",16.1,35.4,0,NA,NA,"SE",41,"SSE","E",2,15,75,29,1018.9,1015.2,NA,NA,23.6,33.6,FALSE,FALSE
"3070","2009-01-30","BadgerysCreek",17.4,34.6,0,NA,NA,"NE",37,"E","NE",7,11,68,36,1018.9,1014.3,NA,NA,24.3,33.2,FALSE,FALSE
"3071","2009-01-31","BadgerysCreek",15.9,36.6,0,NA,NA,"ESE",37,"SSE","ENE",6,13,75,32,1017.8,1012.7,NA,NA,24,36.4,FALSE,FALSE
"3072","2009-02-01","BadgerysCreek",18.3,31.3,0,NA,NA,"E",39,"SSE","ENE",15,22,70,49,1016.1,1015.8,NA,NA,24.9,29.6,FALSE,FALSE
"3073","2009-02-02","BadgerysCreek",19.5,35.1,0,NA,NA,"ESE",41,"NE","E",2,13,78,34,1016.7,1010.6,NA,NA,24.2,34.2,FALSE,FALSE
"3074","2009-02-03","BadgerysCreek",19.5,33.4,0,NA,NA,"ESE",41,"SSW","SE",7,26,67,42,1010.9,1009.6,NA,NA,24.1,29.3,FALSE,FALSE
"3075","2009-02-04","BadgerysCreek",20.6,32.6,0,NA,NA,"E",35,"ESE","NNE",2,17,72,46,1011.9,1008.3,NA,NA,24.2,32,FALSE,FALSE
"3077","2009-02-06","BadgerysCreek",20.4,40.1,0,NA,NA,"ENE",46,"S","ESE",9,26,65,36,1011.2,1006.8,NA,NA,26.6,37.1,FALSE,FALSE
"3079","2009-02-08","BadgerysCreek",17,40,0,NA,NA,"SE",43,"WNW","NE",6,22,51,28,1011.1,1006.2,NA,NA,25.3,38.6,FALSE,FALSE
"3080","2009-02-09","BadgerysCreek",20.6,23.3,0,NA,NA,"S",30,"S","SE",17,13,79,78,1012.4,1011.8,NA,NA,21.1,20.6,FALSE,TRUE
"3081","2009-02-10","BadgerysCreek",16.6,19.4,2,NA,NA,"SSW",46,"W","SSE",2,9,92,93,1011.9,1010.5,NA,NA,17.7,19.3,TRUE,TRUE
"3082","2009-02-11","BadgerysCreek",15.5,22.1,4.6,NA,NA,"S",39,"SSW","SE",13,11,79,70,1011.8,1012.1,NA,NA,16.7,19.5,TRUE,TRUE
"3083","2009-02-12","BadgerysCreek",14.3,20.3,4.2,NA,NA,"E",37,"S","SE",20,17,78,69,1018.2,1019.2,NA,NA,17,19.3,TRUE,FALSE
"3084","2009-02-13","BadgerysCreek",14.3,21.1,1,NA,NA,"ESE",44,"SW","SE",11,26,89,51,1025.7,1024.7,NA,NA,16,20.4,FALSE,TRUE
"3085","2009-02-14","BadgerysCreek",14.6,18.1,21.2,NA,NA,"S",30,"SW","SSE",19,15,94,92,1023.6,1019.9,NA,NA,15,16.5,TRUE,TRUE
"3086","2009-02-15","BadgerysCreek",15,21.9,36,NA,NA,"S",41,"SSW","SSE",15,17,91,82,1015.7,1014.6,NA,NA,17.8,21.9,TRUE,TRUE
"3087","2009-02-16","BadgerysCreek",16.2,25,23.4,NA,NA,"SE",48,"SE","SSE",19,28,78,56,1018.3,1018.1,NA,NA,21.3,23.2,TRUE,FALSE
"3088","2009-02-17","BadgerysCreek",15.8,22.3,0.8,NA,NA,"ESE",28,"SW","SE",15,17,91,61,1017.7,1016,NA,NA,18.1,21.1,FALSE,TRUE
"3089","2009-02-18","BadgerysCreek",17,27.4,9.8,NA,NA,"SW",33,"WSW","S",24,15,89,61,1011.1,1008.8,NA,NA,19.3,24.9,TRUE,FALSE
"3090","2009-02-19","BadgerysCreek",16.6,31.2,0,NA,NA,"SE",31,"NNW","NNE",11,19,78,46,1008.2,1004.9,NA,NA,21.9,30.2,FALSE,FALSE
"3091","2009-02-20","BadgerysCreek",17.4,31.3,0.2,NA,NA,"ESE",43,"N","E",9,19,76,40,1011.8,1009,NA,NA,21.8,30.8,FALSE,FALSE
"3093","2009-02-22","BadgerysCreek",17.8,26.1,0.2,NA,NA,"E",28,"SSW","E",4,9,80,59,1019,1017.4,NA,NA,19.9,25.1,FALSE,FALSE
"3094","2009-02-23","BadgerysCreek",17.4,30.3,0,NA,NA,"WSW",57,"NE","ENE",11,20,73,52,1017.1,1011.8,NA,NA,22.7,28.8,FALSE,TRUE
"3097","2009-02-26","BadgerysCreek",16.5,25.7,0,NA,NA,"SE",35,"SW","SE",9,11,75,52,1020.7,1018.5,NA,NA,19.6,24,FALSE,FALSE
"3098","2009-02-27","BadgerysCreek",12.9,25.8,0,NA,NA,"ESE",28,"SW","E",11,13,78,46,1018.7,1015.3,NA,NA,18.7,25.3,FALSE,FALSE
"3104","2009-03-05","BadgerysCreek",9.4,25.8,0,NA,NA,"SW",43,"SW","S",22,17,44,24,1010.1,1008.3,NA,NA,18.6,24.8,FALSE,FALSE
"3105","2009-03-06","BadgerysCreek",8.6,25.4,0,NA,NA,"E",35,"SW","NE",9,9,76,39,1013.8,1010.8,NA,NA,14.8,24.2,FALSE,FALSE
"3106","2009-03-07","BadgerysCreek",13.1,28.8,0,NA,NA,"SE",30,"SW","E",11,13,80,34,1014.6,1011.6,NA,NA,18.8,27.8,FALSE,FALSE
"3107","2009-03-08","BadgerysCreek",17.4,25.1,0,NA,NA,"SSE",37,"SSW","SSE",13,22,80,66,1018.5,1018.8,NA,NA,20.4,23.7,FALSE,TRUE
"3108","2009-03-09","BadgerysCreek",16,24.1,12.4,NA,NA,"ENE",26,"SW","NNE",13,6,98,70,1022.7,1020.2,NA,NA,17,23.5,TRUE,FALSE
"3109","2009-03-10","BadgerysCreek",16.9,25.9,0.8,NA,NA,"ENE",35,"SSW","ENE",4,22,96,55,1022.2,1020.8,NA,NA,19.6,25,FALSE,FALSE
"3110","2009-03-11","BadgerysCreek",14.4,22.9,0.2,NA,NA,"E",31,"S","E",9,11,73,75,1024.2,1023.1,NA,NA,19.6,21.1,FALSE,TRUE
"3111","2009-03-12","BadgerysCreek",14.6,26.1,4.8,NA,NA,"ENE",33,"SW","NNE",6,15,99,53,1023.2,1020,NA,NA,17.9,25.3,TRUE,FALSE
"3112","2009-03-13","BadgerysCreek",16.4,27.2,0,NA,NA,"WNW",24,"SW","WSW",7,11,91,66,1018.9,1016,NA,NA,19.6,25.2,FALSE,FALSE
"3115","2009-03-16","BadgerysCreek",11.9,27,0,NA,NA,"SW",30,"SW","SSE",6,6,50,31,1012.2,1007.9,NA,NA,17.5,26,FALSE,FALSE
"3119","2009-03-20","BadgerysCreek",14.7,29.7,0,NA,NA,"SE",31,"WSW","E",7,11,90,48,1018.1,1015.8,NA,NA,18.5,29.1,FALSE,FALSE
"3120","2009-03-21","BadgerysCreek",14.7,26.5,0,NA,NA,"ENE",33,"SSW","E",6,22,99,61,1019.4,1016.8,NA,NA,17.3,25.2,FALSE,FALSE
"3121","2009-03-22","BadgerysCreek",12,28,0,NA,NA,"N",35,"NW","N",6,17,98,44,1018.4,1014.7,NA,NA,17.1,26.3,FALSE,FALSE
"3122","2009-03-23","BadgerysCreek",13.7,29.3,0,NA,NA,"NNE",28,"SE","NE",6,17,97,47,1017.3,1014.7,NA,NA,18.3,28.4,FALSE,FALSE
"3123","2009-03-24","BadgerysCreek",15.6,32.4,0,NA,NA,"N",33,"SW","NNE",2,19,97,35,1018.3,1015.1,NA,NA,19.8,32,FALSE,FALSE
"3126","2009-03-27","BadgerysCreek",18.4,23.4,3.8,NA,NA,"S",31,"S","SE",15,15,80,61,1024.5,1023.6,NA,NA,19.4,22.9,TRUE,FALSE
"3127","2009-03-28","BadgerysCreek",12.6,25,0.2,NA,NA,"ENE",26,"SSW","ENE",2,9,89,46,1025.7,1022.8,NA,NA,16.4,24,FALSE,FALSE
"3128","2009-03-29","BadgerysCreek",11.3,26.4,0,NA,NA,"E",31,"E","NE",7,11,96,45,1023.9,1021,NA,NA,15,25.8,FALSE,FALSE
"3129","2009-03-30","BadgerysCreek",15,26.2,0,NA,NA,"SE",39,"S","SE",9,20,84,51,1024.5,1022.1,NA,NA,19.7,23.6,FALSE,TRUE
"3130","2009-03-31","BadgerysCreek",17.6,21.4,3.2,NA,NA,"SE",41,"SE","SE",19,19,87,87,1022.5,1020.9,NA,NA,19.5,19.3,TRUE,TRUE
"3131","2009-04-01","BadgerysCreek",17.6,22.9,32,NA,NA,"SE",50,"E","ESE",20,19,97,78,1021.9,1021.4,NA,NA,19,22.6,TRUE,TRUE
"3132","2009-04-02","BadgerysCreek",18.6,24.9,15.4,NA,NA,"E",31,"SE","E",11,20,97,69,1023.7,1021.6,NA,NA,20.2,24.1,TRUE,TRUE
"3133","2009-04-03","BadgerysCreek",18.1,26.8,4,NA,NA,"NNE",33,"SW","NNE",4,22,99,63,1021.4,1016.6,NA,NA,19.8,25.9,TRUE,TRUE
"3134","2009-04-04","BadgerysCreek",17.2,20.2,1.8,NA,NA,"SW",31,"SE","ESE",15,15,86,67,1017.9,1019.5,NA,NA,18.8,18.6,TRUE,FALSE
"3135","2009-04-05","BadgerysCreek",15.5,23.7,0,NA,NA,"NNE",31,"WSW","NNE",7,17,67,61,1020.2,1014.2,NA,NA,19,22.9,FALSE,FALSE
"3136","2009-04-06","BadgerysCreek",11.7,21.3,0.2,NA,NA,"S",31,"S","ESE",19,17,73,60,1021.2,1019.5,NA,NA,17.8,20.1,FALSE,FALSE
"3137","2009-04-07","BadgerysCreek",13.1,22.1,0,NA,NA,"ESE",30,"SW","ESE",11,22,72,58,1026,1024,NA,NA,17.1,19.9,FALSE,FALSE
"3138","2009-04-08","BadgerysCreek",9.3,23.4,0,NA,NA,"E",28,"SW","NE",13,13,67,46,1027.4,1024.3,NA,NA,18.1,22,FALSE,FALSE
"3139","2009-04-09","BadgerysCreek",10.3,23.5,0,NA,NA,"NNE",24,"WSW","NE",2,15,79,54,1025.8,1021.8,NA,NA,17.1,22.9,FALSE,FALSE
"3142","2009-04-12","BadgerysCreek",16.5,24,0.8,NA,NA,"N",17,"WNW","NNW",6,11,85,60,1023.6,1020.7,NA,NA,19.7,23.7,FALSE,FALSE
"3143","2009-04-13","BadgerysCreek",17.7,22.3,0.2,NA,NA,"ESE",30,"SW","SSW",4,6,92,80,1023,1019.6,NA,NA,19.9,21.2,FALSE,TRUE
"3144","2009-04-14","BadgerysCreek",14.9,27.3,13,NA,NA,"SSE",28,"N","SW",9,6,95,53,1015.5,1010.8,NA,NA,18.6,26.5,TRUE,FALSE
"3145","2009-04-15","BadgerysCreek",11.3,28.3,0.4,NA,NA,"NW",46,"N","WNW",2,26,92,30,1011.6,1007,NA,NA,18.1,28.1,FALSE,FALSE
"3146","2009-04-16","BadgerysCreek",8.9,23.9,0,NA,NA,"SSW",26,"SW","N",6,9,61,37,1015.4,1011.6,NA,NA,16,23.6,FALSE,FALSE
"3147","2009-04-17","BadgerysCreek",7.2,23.4,0,NA,NA,"ENE",28,"SSW","ENE",7,17,73,44,1016.9,1015.7,NA,NA,16.1,22.1,FALSE,FALSE
"3148","2009-04-18","BadgerysCreek",11.7,23.2,0,NA,NA,"SW",28,"SW","SE",17,6,67,49,1020.8,1018.1,NA,NA,18.4,22.6,FALSE,FALSE
"3149","2009-04-19","BadgerysCreek",14,19.9,0,NA,NA,"S",44,"SW","SSW",20,20,67,84,1020.3,1019,NA,NA,18.3,17.8,FALSE,TRUE
"3150","2009-04-20","BadgerysCreek",13,18.6,3.2,NA,NA,"SSW",44,"SW","S",24,15,90,82,1021.9,1019.9,NA,NA,14.6,16.3,TRUE,TRUE
"3151","2009-04-21","BadgerysCreek",13.2,20.4,2.4,NA,NA,"S",43,"S","S",20,17,85,85,1023.9,1021.7,NA,NA,16.1,17.3,TRUE,TRUE
"3152","2009-04-22","BadgerysCreek",13.7,21.9,8.4,NA,NA,"SE",39,"SW","SSE",17,20,85,60,1024.8,1022.8,NA,NA,17.3,19.4,TRUE,TRUE
"3153","2009-04-23","BadgerysCreek",13.6,21.1,1.6,NA,NA,"NE",19,"WSW","N",9,7,77,60,1022,1018.4,NA,NA,17.6,20.3,TRUE,FALSE
"3155","2009-04-25","BadgerysCreek",12.8,22.5,0.4,NA,NA,"N",46,"NNW","WNW",13,20,52,47,1004.5,1002.7,NA,NA,19.9,21.5,FALSE,FALSE
"3156","2009-04-26","BadgerysCreek",12.7,18.9,0,NA,NA,"W",57,"NW","W",19,30,49,35,1003.2,1003.3,NA,NA,16.9,18,FALSE,FALSE
"3157","2009-04-27","BadgerysCreek",4.8,17.7,0,NA,NA,"SW",54,"W","SW",15,24,48,37,1013.5,1013,NA,NA,13.6,17.4,FALSE,FALSE
"3158","2009-04-28","BadgerysCreek",4.8,21.1,0,NA,NA,"W",54,"WNW","WSW",15,31,57,38,1015.6,1015.8,NA,NA,17.3,18.9,FALSE,FALSE
"3159","2009-04-29","BadgerysCreek",4.6,17.8,0,NA,NA,"ESE",22,"WSW","SE",11,11,71,58,1022.6,1020,NA,NA,11.2,15.8,FALSE,FALSE
"3160","2009-04-30","BadgerysCreek",6.7,19,0,NA,NA,"SW",33,"SW","SSE",20,17,68,62,1020.9,1020.5,NA,NA,14,16.1,FALSE,FALSE
"3161","2009-05-01","BadgerysCreek",4.2,21.4,0,NA,NA,"NNE",20,"SW","NNE",4,13,90,47,1024.8,1020.7,NA,NA,11.6,20.8,FALSE,FALSE
"3162","2009-05-02","BadgerysCreek",4.8,22.1,0,NA,NA,"ESE",24,"SW","E",15,13,66,55,1025.5,1022.9,NA,NA,14.1,18.8,FALSE,FALSE
"3163","2009-05-03","BadgerysCreek",8.5,21.9,0,NA,NA,"SSW",24,"SW","E",17,13,73,52,1027.9,1025.6,NA,NA,15.3,20.8,FALSE,FALSE
"3165","2009-05-05","BadgerysCreek",9.9,20.8,0,NA,NA,"S",28,"SW","SE",17,9,72,52,1031.1,1028.4,NA,NA,16.5,19.2,FALSE,FALSE
"3168","2009-05-08","BadgerysCreek",8.5,20.8,0,NA,NA,"SW",31,"SW","ENE",19,9,69,58,1028.2,1025,NA,NA,14.9,18.6,FALSE,FALSE
"3170","2009-05-10","BadgerysCreek",9.4,19.1,0,NA,NA,"SSW",35,"SSW","SE",20,17,65,60,1024.7,1024,NA,NA,15.9,17,FALSE,FALSE
"3171","2009-05-11","BadgerysCreek",7.9,20.9,0.4,NA,NA,"E",20,"SW","NNE",13,7,84,41,1025.6,1022.2,NA,NA,13.3,19.6,FALSE,FALSE
"3172","2009-05-12","BadgerysCreek",3.7,20.7,0.4,NA,NA,"SE",28,"SW","SE",2,19,98,61,1021.8,1018,NA,NA,10.9,17.3,FALSE,FALSE
"3174","2009-05-14","BadgerysCreek",2.6,20.3,0,NA,NA,"SW",46,"N","W",11,24,73,36,1012.6,1011.5,NA,NA,12.7,19.3,FALSE,FALSE
"3175","2009-05-15","BadgerysCreek",4.4,21,0,NA,NA,"WSW",50,"NNW","WSW",9,28,66,40,1013,1010.7,NA,NA,15.2,19.9,FALSE,FALSE
"3176","2009-05-16","BadgerysCreek",12.2,22,0,NA,NA,"W",72,"NNW","WSW",24,31,59,44,1010.9,1008.9,NA,NA,17.8,20.3,FALSE,FALSE
"3178","2009-05-18","BadgerysCreek",5.7,20.9,0,NA,NA,"NE",28,"SW","NNE",9,17,75,55,1026,1023.4,NA,NA,13.3,19.2,FALSE,FALSE
"3179","2009-05-19","BadgerysCreek",11.4,21.4,1,NA,NA,"ESE",30,"SW","E",4,17,99,51,1024.7,1021.3,NA,NA,14.2,19.8,FALSE,TRUE
"3180","2009-05-20","BadgerysCreek",12.9,19.2,17.2,NA,NA,"SSE",50,"SE","S",13,9,99,80,1022.7,1020.4,NA,NA,14.5,18.1,TRUE,TRUE
"3181","2009-05-21","BadgerysCreek",12.8,19,46.4,NA,NA,"ESE",48,"SE","SE",17,26,84,61,1024.4,1022.4,NA,NA,16.5,17.9,TRUE,TRUE
"3182","2009-05-22","BadgerysCreek",13.7,18.6,5,NA,NA,"ESE",48,"SE","ESE",19,15,72,85,1023.9,1021.2,NA,NA,17,17.2,TRUE,TRUE
"3183","2009-05-23","BadgerysCreek",14.2,20.6,15.8,NA,NA,"ESE",39,"SE","ESE",11,26,86,68,1024.2,1022.8,NA,NA,17.6,18.8,TRUE,TRUE
"3184","2009-05-24","BadgerysCreek",12.6,21.1,1.6,NA,NA,"ESE",26,"SW","ESE",7,17,85,57,1027,1025.6,NA,NA,16.8,20,TRUE,FALSE
"3185","2009-05-25","BadgerysCreek",9.5,19.3,0.2,NA,NA,"NW",20,"WSW","NW",7,9,94,69,1026.4,1023.3,NA,NA,14,18.3,FALSE,FALSE
"3188","2009-05-28","BadgerysCreek",9,17.9,14.2,NA,NA,"SE",26,"SW","SE",13,17,99,68,1021.7,1020.1,NA,NA,13.8,17.2,TRUE,FALSE
"3189","2009-05-29","BadgerysCreek",8.3,17.4,0,NA,NA,"S",39,"WSW","SSW",17,26,70,66,1023.8,1022.9,NA,NA,11.5,15.2,FALSE,FALSE
"3190","2009-05-30","BadgerysCreek",8,17.8,0,NA,NA,"S",41,"SSW","SW",22,15,70,74,1028.6,1028.3,NA,NA,13.5,14.3,FALSE,TRUE
"3191","2009-05-31","BadgerysCreek",9.8,19,11.4,NA,NA,"ESE",30,"SW","NNE",13,11,98,89,1034,1032.4,NA,NA,12.7,13.7,TRUE,FALSE
"3192","2009-06-01","BadgerysCreek",10.1,16.3,0.4,NA,NA,"SSE",15,"WSW",NA,7,0,91,71,1033.2,1030.5,NA,NA,11.7,15.7,FALSE,FALSE
"3193","2009-06-02","BadgerysCreek",10.5,18.7,0,NA,NA,"SSW",15,"SW",NA,9,0,91,75,1030.2,1027.3,NA,NA,13.6,17.2,FALSE,TRUE
"3196","2009-06-05","BadgerysCreek",10.2,19.5,0,NA,NA,"WSW",26,"WSW","WSW",11,13,99,50,1015.4,1012.6,NA,NA,13.8,18.6,FALSE,FALSE
"3198","2009-06-07","BadgerysCreek",7,19,1.2,NA,NA,"W",41,"N","WSW",11,17,99,57,1008.3,1005.8,NA,NA,9.5,16,TRUE,FALSE
"3199","2009-06-08","BadgerysCreek",4.1,18.8,0,NA,NA,"WNW",41,"NW","W",6,13,83,45,1009.7,1007.8,NA,NA,11.5,16.8,FALSE,FALSE
"3200","2009-06-09","BadgerysCreek",4.3,16.8,0,NA,NA,"NW",39,"NNW","W",9,15,70,51,1011.8,1008.5,NA,NA,11.4,13.7,FALSE,FALSE
"3201","2009-06-10","BadgerysCreek",7.4,13.4,0,NA,NA,"W",56,"WSW","W",28,31,46,39,1012.4,1013.7,NA,NA,9.6,12,FALSE,FALSE
"3205","2009-06-14","BadgerysCreek",4.2,13.3,0,NA,NA,"SE",19,"WSW","ESE",6,11,99,88,1014.7,1011.6,NA,NA,7,10.5,FALSE,FALSE
"3207","2009-06-16","BadgerysCreek",3.8,17.4,0,NA,NA,"SSW",54,"SW","SSW",28,19,72,73,1018.7,1020.8,NA,NA,13.3,14.7,FALSE,FALSE
"3208","2009-06-17","BadgerysCreek",8.8,16.6,0,NA,NA,"SW",26,"SSW","S",15,13,73,82,1028,1027.2,NA,NA,12.4,13.8,FALSE,FALSE
"3209","2009-06-18","BadgerysCreek",7.3,16.4,0.6,NA,NA,"SE",24,"SSW","ESE",13,13,86,69,1030,1028.1,NA,NA,12.8,16.3,FALSE,TRUE
"3210","2009-06-19","BadgerysCreek",8,18.5,2.8,NA,NA,"ESE",31,"SW","ESE",15,20,89,54,1030.5,1028.4,NA,NA,12.2,15.2,TRUE,TRUE
"3211","2009-06-20","BadgerysCreek",7.8,16.4,1.4,NA,NA,"N",20,"SW","ESE",9,7,99,97,1028.1,1024.5,NA,NA,11.6,15,TRUE,TRUE
"3215","2009-06-24","BadgerysCreek",1.6,17.1,0.2,NA,NA,"N",26,"NW","N",15,13,100,58,1016.4,1011,NA,NA,6.6,16.5,FALSE,FALSE
"3217","2009-06-26","BadgerysCreek",4,18.3,0,NA,NA,"N",19,"NNE","ESE",7,2,90,48,1012.8,1009.1,NA,NA,10,16.7,FALSE,FALSE
"3218","2009-06-27","BadgerysCreek",5.8,15.8,0.2,NA,NA,"WSW",13,"SW",NA,9,0,97,67,1008.3,1005.5,NA,NA,9.7,15.6,FALSE,FALSE
"3222","2009-07-01","BadgerysCreek",8.4,20.4,0,NA,NA,"N",48,"WNW","WNW",13,30,55,33,1006.3,1005,NA,NA,18.1,18.9,FALSE,FALSE
"3223","2009-07-02","BadgerysCreek",5,18.2,0,NA,NA,"WNW",46,"ENE","W",4,22,52,42,1007.4,1007.1,NA,NA,15.1,16.1,FALSE,FALSE
"3224","2009-07-03","BadgerysCreek",7.5,15.3,0,NA,NA,"WSW",67,"WSW","WSW",37,35,53,46,1004.4,1005,NA,NA,12.1,14,FALSE,FALSE
"3226","2009-07-05","BadgerysCreek",5.9,16.7,0,NA,NA,"W",35,"N","SW",9,7,63,37,1016.6,1016.3,NA,NA,11.2,16.4,FALSE,FALSE
"3228","2009-07-07","BadgerysCreek",3.3,14.5,0,NA,NA,"S",28,"SW","SSE",19,15,71,57,1025.1,1024.5,NA,NA,9.5,13.7,FALSE,TRUE
"3229","2009-07-08","BadgerysCreek",5.5,15.6,1.2,NA,NA,"ENE",31,"SW","SSE",11,6,98,68,1029.9,1028.5,NA,NA,9.6,13.7,TRUE,TRUE
"3230","2009-07-09","BadgerysCreek",6,17,5.6,NA,NA,"SE",24,"SW","SSW",9,9,100,81,1031.3,1028.8,NA,NA,9.5,13.9,TRUE,TRUE
"3231","2009-07-10","BadgerysCreek",7.1,18,1.8,NA,NA,"ESE",31,"WSW","SE",15,20,99,61,1028.7,1024.9,NA,NA,11.1,15.6,TRUE,FALSE
"3232","2009-07-11","BadgerysCreek",5.4,16.1,0,NA,NA,"NNE",20,"WSW","N",7,11,100,63,1022.7,1018.5,NA,NA,9.3,14.3,FALSE,FALSE
"3234","2009-07-13","BadgerysCreek",7.9,17.8,0,NA,NA,"WNW",30,"N",NA,7,0,64,51,1007.5,1006.2,NA,NA,14.1,15.7,FALSE,FALSE
"3235","2009-07-14","BadgerysCreek",4.6,16,0,NA,NA,"WNW",35,"NNE","W",6,19,69,43,1007.3,1004.9,NA,NA,11.8,15.6,FALSE,FALSE
"3236","2009-07-15","BadgerysCreek",-0.3,16.3,0,NA,NA,"N",19,"SW","WNW",6,6,99,52,1010,1008.3,NA,NA,4.7,14.8,FALSE,FALSE
"3237","2009-07-16","BadgerysCreek",4.2,16.5,0.2,NA,NA,"SW",33,"SSW","SSW",9,20,87,42,1012.7,1010.5,NA,NA,9,15.8,FALSE,TRUE
